,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,<1H OCEAN,INLAND,ISLAND,NEAR BAY,NEAR OCEAN,median_house_value
0,-1.1560428086829155,0.7719496164846016,0.7433308916510305,-0.49323393384425046,-0.4454382074687401,-0.6362114070375079,-0.4206984222235789,-0.6149374443958345,1.0,0.0,0.0,0.0,0.0,286600.0
1,-1.1760248286103931,0.6596947951050618,-1.165317203353399,-0.9089665536785813,-1.036927797035715,-0.998331346653321,-1.0222270483369085,1.336459363533279,1.0,0.0,0.0,0.0,0.0,340600.0
2,1.186849027813462,-1.3421828528300457,0.1866418639414053,-0.31365988883144613,-0.1533445829912217,-0.4336393616088599,-0.09331779827694377,-0.5320456021565129,0.0,0.0,0.0,0.0,1.0,196900.0
3,-0.017067672816871656,0.3135757625181526,-0.290520159809702,-0.3627621667646348,-0.396755936722487,0.03604095611066014,-0.3834355869776204,-1.0455655519887141,0.0,1.0,0.0,0.0,0.0,46300.0
4,0.4924738353337247,-0.6592993561045204,-0.9267361914778451,1.8561931550732726,2.412211085336315,2.7241540722191346,2.570974921809087,-0.4414367866371528,1.0,0.0,0.0,0.0,0.0,254500.0
5,-0.6964563503510025,0.9450091327780562,-0.37004716376821994,0.14369275706053983,0.13144670087435875,0.025284918300289456,0.19413835933473586,-0.1764348742723039,0.0,1.0,0.0,0.0,0.0,127900.0
6,0.5374333801705439,-0.748167756363321,1.8567089470702811,-0.18225284026738883,-0.5281980677373703,-0.583327554469852,-0.585719549741395,2.3667015446268134,1.0,0.0,0.0,0.0,0.0,500001.0
7,1.1668670078859915,-0.6967176298976993,-0.21099315585118414,-0.272039862773791,-0.5866167926328739,-0.4336393616088599,-0.3248797030196857,1.1152394628388507,0.0,1.0,0.0,0.0,0.0,140200.0
8,0.657325499735388,-0.7715541774840569,1.4590739272776916,-0.3543446334046596,-0.16794926421509762,0.4447703929047463,-0.15719694441287257,-1.076905912860706,1.0,0.0,0.0,0.0,0.0,95000.0
9,0.6473344897716528,-0.757522324811614,0.02758785602436952,-0.9856596354027998,-0.7424000590208838,1.1385348316736557,-0.7454174150812171,-1.7721159614834663,1.0,0.0,0.0,0.0,0.0,500001.0
10,-0.866303519734537,1.1133913648473677,-0.37004716376821994,0.717487947765516,1.015029914918852,1.1779736369783482,1.0165823658348192,-0.5656433089539581,0.0,1.0,0.0,0.0,0.0,92100.0
11,-1.021164174172465,1.6372471979518812,0.9819119035265842,-0.20563487737843106,0.0608574082922918,-0.19521385681230966,0.023793969638925713,-1.147251111467857,0.0,1.0,0.0,0.0,0.0,61500.0
12,-1.555683207232403,1.3425782918305904,-0.8472091875193273,0.3466488391843864,-0.08032117687184209,0.01990689939510411,0.023793969638925713,1.47504990407274,1.0,0.0,0.0,0.0,0.0,313000.0
13,1.2567860975596228,-0.6873630614494028,-0.6086281756437736,-0.04803994725000643,0.11684201965048283,-0.8997343333915897,-0.9210850669550212,-0.6108427238798961,0.0,1.0,0.0,0.0,0.0,89000.0
14,0.05786490191116035,0.5942128159669972,-1.3243712112704347,0.16707479417158205,-0.094925858095718,-0.2113479135278657,-0.18115162421384587,0.020216703326492513,0.0,1.0,0.0,0.0,0.0,123900.0
15,0.807190649191452,-0.8463907250704179,0.10711485998288742,0.10066980877622214,0.2799276266504306,0.30314922840153224,0.2553558743816676,-0.2585392702585604,1.0,0.0,0.0,0.0,0.0,197400.0
16,-1.4158090677400814,1.0151683961402707,-0.290520159809702,-0.6756138233103798,0.02677981876991465,-0.7419791121728196,-0.14921205114588149,-0.10645715058324998,0.0,0.0,0.0,1.0,0.0,500001.0
17,0.2776671211133781,-0.1354435230000034,1.061438907485102,-0.6470877380349083,-0.6888495612000054,-0.577053199080469,-0.5990277051863802,-0.9935416028695451,0.0,1.0,0.0,0.0,0.0,63300.0
18,0.9270827687562961,-0.7434904721391744,-1.6424792271045061,-0.3655680112179599,-0.3042596223046062,-0.1584640609602098,-0.27430871232874204,0.09754392537748745,0.0,1.0,0.0,0.0,0.0,107000.0
19,0.7122760545359424,-0.67333120877696,1.3795469233191737,-0.5226953006041637,-0.6645084258268789,-0.5044499438604669,-0.6070125984533713,0.32779320977372906,0.0,1.0,0.0,0.0,0.0,184200.0
20,0.6373434798079175,-0.6780084930011098,-1.165317203353399,0.46402666548181837,0.922533600500971,0.45194108477832673,0.9447183264318993,-0.19281375633605824,1.0,0.0,0.0,0.0,0.0,280900.0
21,-1.2359708883928116,0.781304184932898,-0.290520159809702,0.6959764736233572,0.009741024008726078,0.1480830166353548,0.1888150971567418,2.8107687349386703,1.0,0.0,0.0,0.0,0.0,500001.0
22,-0.5415956959130744,-0.06996154386193879,-0.9267361914778451,0.8414127444540399,1.000425233694976,0.7952379582259912,1.0325521523688015,-0.5496843982251715,1.0,0.0,0.0,0.0,0.0,171300.0
23,1.1618715029041202,-0.6920403456735527,0.6638038876925126,-0.42729658919111135,-0.6231284956925638,-0.6057359665747909,-0.5937044430083861,-0.08230879882258635,0.0,1.0,0.0,0.0,0.0,116600.0
24,1.191844532795333,-0.3272121761900508,0.1866418639414053,-0.2753133479693369,-0.21906564849866333,-0.28932918765305315,-0.34617275173166195,-0.9047176655237993,0.0,1.0,0.0,0.0,0.0,60800.0
25,1.2567860975596228,-1.2252507472263594,-0.37004716376821994,-0.8383528016032338,-0.8373304869760773,-1.022532431726655,-0.8013116679501547,-1.0278742595031845,1.0,0.0,0.0,0.0,0.0,121100.0
26,0.7522400943908976,-0.7154267667942886,0.9819119035265842,0.11516667178506831,0.07059386244154241,0.1857291489716522,0.09565800904184563,0.6289126569458315,1.0,0.0,0.0,0.0,0.0,270700.0
27,0.6673165096991304,-0.7855860301564997,1.2204929154021378,-0.6007913045550447,-0.40892650440905026,0.3094235837909151,-0.2902784988627243,-1.1012642502888537,1.0,0.0,0.0,0.0,0.0,109900.0
28,0.6473344897716528,-0.808972451277239,0.9819119035265842,-0.9365573574696111,-0.9760749586028985,-0.6971622879629418,-0.8918071249760539,-0.6409756671638547,1.0,0.0,0.0,0.0,0.0,159600.0
29,-1.440786592649423,1.0058138276919744,1.8567089470702811,-0.26362232941381575,-0.2872208275434176,-0.3771701631044138,-0.2530156636167658,-0.07018212652538353,0.0,0.0,0.0,1.0,0.0,500001.0
30,-1.2259798784290763,0.781304184932898,-0.290520159809702,-0.22995219597391497,-0.3018255087672935,-0.25795741070613865,-0.271647081239745,0.7744327245122659,1.0,0.0,0.0,0.0,0.0,409100.0
31,-2.2600494096758754,2.259325999763492,1.8567089470702811,-0.6671962899504046,-0.7253612642596952,-0.40764560356713075,-0.6176591228093594,-0.17905969511585423,1.0,0.0,0.0,0.0,0.0,55000.0
32,-0.8712990247164011,1.436123976313541,-1.165317203353399,0.9218469521160252,0.5841918188145122,0.9449261510869833,0.7584041502021069,0.3406548319071259,0.0,1.0,0.0,0.0,0.0,127500.0
33,-0.9712091243537747,1.337901007606444,-0.7676821835608094,1.0649450192356036,0.6596493384712045,0.9852612928758734,0.9527032196988905,0.5113731795716446,0.0,1.0,0.0,0.0,0.0,184400.0
34,0.5823929250073631,-0.6686539245528135,0.5047498797754769,0.09692868283845538,-0.03894124673752699,0.14091232476177434,0.07170332924087232,0.7740127531772978,1.0,0.0,0.0,0.0,0.0,210500.0
35,0.962051303629373,-1.0194502413638724,-0.7676821835608094,2.062890363134886,1.4726432599336308,1.2586439205561284,1.5196306416552587,1.1610688347672409,1.0,0.0,0.0,0.0,0.0,277300.0
36,-0.9562226094081683,1.3799965656237727,-0.6881551796022914,-1.0099769539982837,-0.8616716223492038,-0.8369907794977607,-0.8172814544841369,-1.4931500022309294,0.0,1.0,0.0,0.0,0.0,85000.0
37,1.3666872071607317,-1.3000872948127205,-1.006263195436363,-0.05645748060998163,-0.004863657215149841,-0.18714682845453165,-0.008145603429038693,-0.3275720584439363,1.0,0.0,0.0,0.0,0.0,202100.0
38,0.7472445894090264,-0.49559440825935885,-1.88106023898006,-0.7060104715547347,-0.8470669411253279,-0.7070219892891149,-0.8758373384420717,0.15555246601995143,0.0,1.0,0.0,0.0,0.0,146600.0
39,0.7222670644996848,-0.7902633143806463,0.6638038876925126,-0.42729658919111135,-0.48925225114036786,-0.575260526112074,-0.40739026677859375,0.014704579555036686,1.0,0.0,0.0,0.0,0.0,326600.0
40,0.577397420025492,-0.6592993561045204,0.425222875816959,-0.5105366413064217,-0.6231284956925638,-0.3189082916315726,-0.5937044430083861,0.941318833745201,1.0,0.0,0.0,0.0,0.0,207300.0
41,0.7922041342458456,-0.8697771461911539,-0.7676821835608094,2.2335792340454943,2.833312727291404,1.9129695540203455,2.9169869633787013,-0.404584301993705,1.0,0.0,0.0,0.0,0.0,173900.0
42,0.5674064100617567,-0.6967176298976993,0.6638038876925126,-0.6021942267817072,-0.6036555873940626,-0.7894849458352902,-0.5803962875634009,-0.31198062263324683,1.0,0.0,0.0,0.0,0.0,301700.0
43,-1.360858512939527,0.8982362905365844,0.5047498797754769,-0.35060350746689284,-0.4454382074687401,-0.4255723332510819,-0.4366682087575611,0.8624167191880756,0.0,0.0,0.0,0.0,1.0,274800.0
44,1.1069209481035658,-1.1410596311917054,-0.21099315585118414,-0.08217772143212808,-0.1265693340807825,-0.01325755052020551,-0.029438652141014963,-0.3065209952786619,0.0,0.0,0.0,0.0,1.0,150800.0
45,0.8621412039920064,-0.8604225777428608,0.425222875816959,-0.48154291528872933,-0.6109579280060005,-0.49100489659750357,-0.6442754336993297,-0.026557604105575575,1.0,0.0,0.0,0.0,0.0,216700.0
46,-0.8712990247164011,1.7074064613140925,-1.4038982152289525,0.008076941816494914,-0.07058472272259148,-0.145915350181444,-0.13856552678989334,-0.1618408703821636,0.0,1.0,0.0,0.0,0.0,112000.0
47,-1.2010023535197347,0.8093678902777804,0.5842768837339948,-0.45441975223992037,-0.46247700222992866,-0.32070096459996766,-0.4419914709355552,0.36716552242698525,1.0,0.0,0.0,0.0,0.0,215400.0
48,0.7322580744634201,-0.7668768932599104,0.3456958718584411,0.12311656440282268,0.4673543690235049,1.1026813723057534,0.6146760713962672,-0.656514606557673,1.0,0.0,0.0,0.0,0.0,178700.0
49,-1.1910113435559924,0.7532404795880122,-0.7676821835608094,-0.35761811860020554,-0.42596529917023884,-0.5645044883017033,-0.39940537351160266,0.33598265080560635,1.0,0.0,0.0,0.0,0.0,339300.0
50,-1.2759349282477597,0.9590409854504991,-0.9267361914778451,-0.11350965116092467,0.572021251127949,-0.18266514603354386,0.3884374288315193,-0.2522921966509105,0.0,0.0,0.0,1.0,0.0,271300.0
51,-0.5615777158405519,1.4267694078652446,-1.2448442073119168,0.874147596409499,0.6985951550682069,0.603421950607714,0.6306458579302494,0.10253108498023326,0.0,1.0,0.0,0.0,0.0,151700.0
52,-1.1860158385741284,0.7579177638121587,0.425222875816959,-0.533451037675243,-0.6791131070507548,-0.7491498040464001,-0.668230113500303,0.8591094449252022,1.0,0.0,0.0,0.0,0.0,264700.0
53,-0.10698676249051006,0.5193762683806395,0.3456958718584411,0.25171776851355493,0.9736499847845368,1.891457478399604,0.9287485398979172,-1.4450107879602148,0.0,1.0,0.0,0.0,0.0,46700.0
